seq_id,category,aa_type,n,system,n_samples,n_features,n_residues,PR,A_C,entropy,eff_rank_95,top5_ratio,spectral_decay,total_variance,kappa,spectral_gap,fisher_info,pseudo_volume,lambda_star,PR_lw,eff_rank_95_lw,spectral_decay_lw,top5_ratio_lw,n_zero_eigs_raw,bottom8_eig_ratio_max,bottom8_eig_ratio_min,mean_pairwise_dist,max_pairwise_dist,std_pairwise_dist,mean_rmsf,max_rmsf,std_rmsf,skewness,kurtosis,density,n_samples_first,n_features_first,n_residues_first,PR_first,A_C_first,entropy_first,eff_rank_95_first,top5_ratio_first,spectral_decay_first,total_variance_first,kappa_first,spectral_gap_first,fisher_info_first,pseudo_volume_first,lambda_star_first,PR_lw_first,eff_rank_95_lw_first,spectral_decay_lw_first,top5_ratio_lw_first,n_zero_eigs_raw_first,bottom8_eig_ratio_max_first,bottom8_eig_ratio_min_first,mean_pairwise_dist_first,max_pairwise_dist_first,std_pairwise_dist_first,mean_rmsf_first,max_rmsf_first,std_rmsf_first,skewness_first,kurtosis_first,density_first
PolyX_G_n70,PolyX,G,70,PolyX,1000,210,70,12.699383933318996,0.1195581376417667,3.194955344216685,40,0.5292082708687231,2.9739734308409447,105.66353878703234,1.0000000000000002,1.6516513317124362,49833462112.03364,8474.186562049521,0.0234667565673589,13.278010368347168,49,1.775886023171709,0.5173482298851013,6,7.172159068192544e-05,5.276804970024763e-15,14.045525550842283,33.14533615112305,3.5983052253723145,1.2144547700881958,2.03244423866272,0.1818502694368362,-0.9176015408470908,4.31183767940972,0.0,1000,210,70,11.372897295224565,0.0891025176074357,3.070120788265817,37,0.5833286832299807,3.013028485907272,122.76940365037558,1.0,1.1371306648866697,49692124543.50106,17425.56947276895,0.0210508685559034,11.839399337768556,45,1.7934795810780524,0.5715503096580505,6,6.640480026832429e-05,4.09905093037461e-15,15.042445182800291,36.00605010986328,4.251854419708252,1.2951135635375977,2.41487979888916,0.2734510898590088,-0.3473829182013032,3.476157504088597,0.0
DMS_BLAT_WT,DMS_WT,protein,0,PolyX,500,858,286,32.89467875670572,0.0273368554419111,4.00590096923371,70,0.2976387188928106,5.667664830472303,663.5587252196891,1.0,1.2040110507831816,3589983061516.49,17929439.01556478,0.1059864610433578,40.7639045715332,455,1.1015241846760504,0.2667106389999389,359,0.0,0.0,36.97832107543945,120.8145523071289,11.216679573059082,1.4919092655181885,2.7652957439422607,0.2995019257068634,-0.9316590488555562,10.181279620640138,0.0,500,858,286,30.66101123037805,0.0199330136689461,3.955046754099047,68,0.3167690026770001,6.067622565329512,715.6319915218774,1.0000000000000002,1.0403920987302522,3589981000508.6987,30550151.55591629,0.0935611501336097,37.02995300292969,403,1.1321680759192134,0.287676990032196,359,0.0,0.0,38.34563446044922,121.8374252319336,11.112323760986328,1.5472499132156372,2.774531602859497,0.3212834894657135,-0.7734946679794682,7.240720531671998,0.0
PolyX_K_n100,PolyX,K,100,PolyX,1000,300,100,5.612500196556582,0.2985427370666608,2.5449856556660584,26,0.704994844270969,2.709144983564266,1071.7834400762565,1.0,2.668507800307078,40054804364.00232,555785049.1494797,0.0146813513711094,5.777756214141846,32,1.6795491204848816,0.69488924741745,6,8.485673527068435e-06,2.84970815633654e-14,45.4134521484375,134.92779541015625,19.681915283203125,3.1424572467803955,8.37631893157959,0.9121829271316528,0.7727012264414888,2.0045693531893787,0.0,1000,300,100,6.037780157445367,0.246838256432323,2.550396230194812,25,0.7166709597636693,2.7309682902160843,1173.549286643429,1.0000000000000002,2.5309167819785765,42355634791.06953,1032024643.9924562,0.0154689066112041,6.225033760070801,31,1.65765139284313,0.7058427333831787,6,8.573249274856435e-06,1.5769064758031454e-14,47.404666900634766,145.45640563964844,20.113094329833984,3.258604049682617,8.299247741699219,1.0513124465942385,-0.0852375148113233,2.6970219798188304,0.0
PolyX_E_n200,PolyX,E,200,PolyX,1000,600,200,3.206809973261176,0.4569929100006498,1.8747812683437903,13,0.8431489352544884,2.893270680369386,1919.1341214241468,1.0,2.9516008900660617,36124880762.809,2623294025.902076,0.0036711920984089,3.2303578853607178,14,1.7150067704587055,0.8400842547416687,6,8.80897320170642e-08,1.9890119267133163e-14,56.01137161254883,149.24313354492188,23.67281913757324,2.961784601211548,6.05695104598999,0.9021667242050172,0.1195098092093717,0.0055825892086378,0.0,1000,600,200,3.073943560274609,0.473818227686372,1.8308042503199569,13,0.8496861731575167,2.899229383437276,2003.23321820428,1.0000000000000002,3.0456825066958,39872716847.82436,2777756939.7723083,0.0033738641068339,3.0946834087371826,14,1.7304058416679424,0.846847653388977,6,8.39924860825046e-08,9.650312214970091e-15,57.30341720581055,151.18069458007812,24.18435287475586,3.033753633499145,6.023030757904053,0.8958181142807007,-0.031421142977069,0.0195794069746921,0.0
PolyX_K_n55,PolyX,K,55,PolyX,1000,165,55,4.395261435936836,0.3635146528536616,2.298108060510645,22,0.7580988831946919,3.025437870085858,544.3670935551123,1.0,3.017566641036628,48627657204.77393,12840933.235563848,0.0161227975040674,4.536498069763184,28,1.7354803703107795,0.7463648319244385,6,3.226783803796495e-05,7.194302340922851e-15,27.955432891845703,88.1306381225586,14.229515075683594,3.0973918437957764,5.880971431732178,0.5420774817466736,0.962683035977025,4.578773187861326,0.0,1000,165,55,4.507469560609047,0.3563025878564453,2.316893344136248,22,0.7490858539330374,3.038217044201502,553.4235267035706,1.0,2.979322013140737,49244513846.091,14864751.801943596,0.0165245495736598,4.6559038162231445,28,1.7325991616279284,0.7372083067893982,6,3.153475218473522e-05,7.399965591840488e-15,28.16364288330078,88.30110931396484,14.22602081298828,3.122722625732422,5.939224243164063,0.548439085483551,0.934280178143377,4.738933486744979,0.0
PolyX_G_n150,PolyX,G,150,PolyX,1000,450,150,27.881784828445028,0.0748462519885245,3.971833275431158,78,0.3162768600083745,2.694478564387954,255.6211242194161,0.9999999999999998,1.608649717949335,46628942228.14274,126175.05210598976,0.0582280121743679,31.18977165222168,149,1.4619900443665186,0.2985076904296875,6,2.44349522416999e-05,1.0895641780500744e-14,22.788877487182617,59.17112731933594,5.760330677032471,1.296344757080078,2.088074445724488,0.148076444864273,-2.0828015749149684,19.12590873739856,0.0,1000,450,150,25.807023431438697,0.0792031118784089,3.917416039737203,76,0.3355671001537856,2.711841447865382,270.20340433447217,1.0000000000000002,1.6854980277507086,46657720637.56014,215076.91229267852,0.0535700060427188,28.62010383605957,138,1.483098468167609,0.3181859850883484,6,2.2433569072586736e-05,4.165138340820853e-15,23.38213157653809,64.0634765625,5.994174480438232,1.324644684791565,2.379136323928833,0.2118283957242965,-1.773778783073487,15.809997728084914,0.0
PolyX_K_n70,PolyX,K,70,PolyX,1000,210,70,5.259944655076364,0.3078309100527477,2.442158563207712,24,0.7340015620891764,2.840053550230126,659.43409565474,1.0,2.296021169016329,46878316476.01234,41868191.1564803,0.0181278437376022,5.450874328613281,31,1.6690531262183486,0.7211273312568665,6,2.4406919824351e-05,9.56303267312613e-15,30.125675201416016,82.63001251220703,12.903849601745604,2.9943528175354004,5.953121662139893,0.6670206189155579,0.0137893588305975,4.206478017909544,0.0,1000,210,70,5.376433039005941,0.3002555721641046,2.453266122141812,24,0.7347017084586536,2.850750309101114,672.1950130172957,1.0,2.3248837689472333,48145438230.13624,50361403.36191445,0.0183072462677955,5.573459148406982,31,1.66646332914219,0.7216872572898865,6,2.4994006253857338e-05,7.087631761239481e-15,30.39729881286621,82.63406372070312,12.972918510437012,3.0274219512939453,5.884306907653809,0.6541398167610168,0.1007349556294157,4.218280503351573,0.0
PolyX_L_n100,PolyX,L,100,PolyX,1000,300,100,1.7200814666984905,0.7200079982354958,1.0762899336593776,6,0.9403081557300086,2.6345538447552146,82.57305526584447,1.0,7.8261043034124,39203220555.17909,30.74303816248529,0.0170965399593114,1.7800816297531128,8,1.0917264394191906,0.9245171546936036,6,8.932012584521898e-07,5.6349788070371304e-14,9.742403984069824,50.88838577270508,11.511035919189451,0.8473613858222961,1.926676273345948,0.3269303441047668,0.9911972089684188,10.086918931631883,0.0,1000,300,100,1.6897349501685377,0.7250468859659994,1.0543174210032074,6,0.9410359977121552,2.6374746542841563,83.06768325145762,0.9999999999999996,8.403022465806348,41805192948.93566,27.89481574757859,0.0167418643832206,1.747429132461548,8,1.0932802014869472,0.9255603551864624,6,8.718105819566745e-07,4.7802557145751256e-14,9.794578552246094,50.90697860717773,11.532039642333984,0.8496096134185791,1.9268991947174072,0.3286484479904175,1.2197599584416627,10.465018143472228,0.0
PolyX_G_n200,PolyX,G,200,PolyX,1000,600,200,9.34979928046974,0.2386152659010639,3.4208165888907645,74,0.5156051509234052,2.758512826780458,606.9797374913734,1.0,2.5737986433316697,45980990948.03081,5484049.677993752,0.0216620471328496,9.761611938476562,95,1.6710195476394378,0.5046166181564331,6,2.313350235230062e-06,3.737174684412975e-15,31.669273376464844,79.93275451660156,10.598557472229004,1.715937852859497,2.796187400817871,0.2956715822219848,0.5762816090880941,5.648528395643552,0.0,1000,600,200,10.840960669292826,0.149516087918908,3.388695370569912,69,0.5480930072671423,2.7907940057562866,684.0312442314128,1.0,1.4108245171711389,46428269421.4921,16894757.51729792,0.0263747572898864,11.424925804138184,95,1.5892792647714296,0.5338570475578308,6,2.6857037071632232e-06,1.6895169176980317e-15,33.721622467041016,88.59457397460938,11.88463020324707,1.8087868690490725,3.0073771476745605,0.3808223307132721,-0.1939719332782003,7.400374333751344,0.0
PolyX_K_n150,PolyX,K,150,PolyX,1000,450,150,6.968417362347316,0.2409628780960792,2.7196221696299,30,0.6721902365050775,2.7180463938470325,3946.436677752884,1.0000000000000002,2.1358356009814976,34772423654.281525,507416109634.9522,0.0104860225692391,7.114542007446289,35,1.722488762336842,0.6652582287788391,6,2.1689714708647253e-06,2.4928072487541287e-14,80.65477752685547,167.60572814941406,24.22358512878418,4.924419403076172,12.261411666870115,1.425960659980774,-0.1458405613315166,0.1251896041998975,0.0,1000,450,150,7.022679257128655,0.2340285466087548,2.715149204539697,29,0.6637543859704338,2.7289493394994424,4166.730047765246,0.9999999999999998,2.184467798429404,37274056479.768105,751741868318.9951,0.010588152334094,7.171380043029785,34,1.713982204755161,0.6568441987037659,6,2.1603232787411155e-06,1.6776325090778665e-14,82.82238006591797,171.66693115234375,24.569744110107425,5.02520751953125,12.670236587524414,1.5804141759872437,-0.0095064959723984,0.1922932236719171,0.0
PolyX_L_n55,PolyX,L,55,PolyX,1000,165,55,2.4544618325098995,0.5184316191880521,1.5102716236993572,8,0.9263765662357408,2.2661850738885296,1.841981915836784,1.0,4.504989509454539,50796229956.63314,1.7714085676638317e-07,0.1907218843698501,3.718519449234009,124,0.6848619633163475,0.7554758191108704,6,7.280547691492779e-05,2.7809420410054713e-13,1.2129939794540403,11.471172332763672,1.440930962562561,0.1695152670145034,0.3549581468105316,0.0687144175171852,4.809090029794546,62.047159341073296,1.4565437397862088e-11,1000,165,55,2.6779690957798103,0.4476209142644343,1.568714084321579,8,0.924708872378918,2.27724072520078,1.8616191832077704,1.0,4.124716073748728,50791920933.37449,2.150439737957317e-07,0.2094122767448425,4.2432355880737305,127,0.665754729412517,0.7374093532562256,6,7.603536766895282e-05,2.86416402473753e-13,1.2192952632904053,11.498117446899414,1.4455398321151731,0.1704351007938385,0.3633711338043213,0.0690336599946022,2.8347310408311746,73.32070248835838,6.1948913880616185e-12
PolyX_PolyA_10,PolyX,A,10,PolyX,500,30,10,1.0661362465265938,0.964119751524033,0.1979380064241576,1,0.9932981725311614,7.612209210991168,43.94934451072672,0.9999999999999998,56.62724658408773,56978542234.319046,3.532923314315736e-05,0.5120325684547424,4.020301818847656,28,0.4464502074276129,0.570035994052887,6,4.963344376923486e-05,3.515613378538758e-16,1.457729697227478,16.221981048583984,2.019278049468994,1.321078538894653,6.186235427856445,1.6250832080841064,1.3599272890331118,148.6550439206725,0.0061469539068639,500,30,10,1.0691399724443014,0.9612697366807564,0.2060865285560531,1,0.993156234587822,7.572457931531788,44.05691102385764,1.0,57.741865522737626,56958312550.65956,4.317961827346327e-05,0.5126034617424011,4.0386457443237305,28,0.4478657742982695,0.5694947838783264,6,4.89419526790258e-05,4.0263880951470326e-16,1.4789984226226809,16.144027709960938,2.0345940589904785,1.3230940103530884,6.1918463706970215,1.626745581626892,9.554716643422957,154.2245151108855,0.0039805094711482
PolyX_PolyA_11,PolyX,A,11,PolyX,500,33,11,1.346673883348677,0.8466377082752801,0.5059197121819552,2,0.9934106013255304,7.040120771115386,55.44541933903508,1.0,6.369261177587661,56468966420.11839,0.0002813873352989,0.9347817301750184,30.000661849975582,32,0.1413016513665492,0.2064221054315567,6,5.472386516345399e-05,4.529938882978663e-15,1.3843696117401123,2.9185914993286133,0.4007741212844848,1.4609702825546265,6.548916339874268,1.7017557621002195,12.509491147246614,251.08416681581969,0.0109056634828448,500,33,11,1.3493221914679865,0.8451601376188066,0.509557722749525,2,0.993361221836452,7.059623162001401,55.48333118087335,0.9999999999999998,6.346587962401333,56470010941.00325,0.0003111661499648,0.935959815979004,30.10400581359864,32,0.1395562811760317,0.2054271548986435,6,5.517869058730225e-05,4.1503384987116905e-15,1.393219232559204,2.92452359199524,0.402372807264328,1.4602423906326294,6.551202774047852,1.7033910751342771,12.53730256215044,251.95133320419464,0.0088374661281704
PolyX_PolyA_12,PolyX,A,12,PolyX,500,36,12,1.350401516191895,0.8433683793544222,0.6187728108923943,2,0.9786543532584304,6.484184295821059,23.97780437548432,1.0,8.504451894179752,56093871472.06761,0.0003564733593939,0.7857673168182373,16.531780242919922,34,0.2928788696406746,0.3187940418720245,6,0.0001198094962616,4.033485262688759e-15,3.312350034713745,94.90031433105467,12.908933639526367,1.2065187692642212,3.435788154602051,0.7338026762008667,-10.749462913334233,211.4040003836507,9.420325230236472e-17,500,36,12,1.365453822132881,0.8378959483485169,0.6445271939403018,3,0.9783781459652096,6.5246511065751776,24.15922655154037,0.9999999999999998,8.558777620026053,56083619988.406204,0.0006077680108502,0.7843362092971802,16.515716552734375,34,0.2955718834167809,0.3199363350868225,6,0.0001408751327904,3.5923832515140335e-15,3.4127604961395264,94.98785400390624,12.90052318572998,1.212125301361084,3.447408437728882,0.7348430156707764,-10.529268584109532,208.4023904411387,3.214850685577143e-17
PolyX_PolyA_13,PolyX,A,13,PolyX,500,39,13,1.187358867809947,0.9050092149850008,0.4312111609770062,2,0.9870926729046168,6.29513700430158,55.84640457061597,1.0000000000000002,20.14017932699344,55842257547.6851,0.0062433509530781,0.8566396236419678,23.572004318237305,37,0.2115717608250784,0.2513355314731598,6,4.917315368675034e-05,1.4872671797600144e-15,1.678679347038269,3.638542652130127,0.4338734149932861,1.5897774696350098,4.719869136810303,1.3266098499298096,1.2102377612239,287.4078875734416,8.418367656304326e-07,500,39,13,1.193027966803765,0.9027550236718682,0.4394463444515523,2,0.9871780034434624,6.3168746836644845,55.92321854644212,1.0000000000000002,19.51621135819829,55810488702.77992,0.0073517317987266,0.8588858246803284,23.9110107421875,37,0.2101590788572879,0.2494183629751205,6,4.606902000793399e-05,1.3587593740679969e-15,1.711058259010315,3.713488101959229,0.4650224447250366,1.5911513566970823,4.7232770919799805,1.3271849155426023,1.172925704465784,286.85996112908526,3.996160273800342e-07
PolyX_PolyA_14,PolyX,A,14,PolyX,500,42,14,2.7592061501411846,0.5116669571779354,1.661305606909917,12,0.8704839471569473,5.715654732075734,5.716571868110073,1.0000000000000002,3.3775827461087125,55666147260.557785,0.0002910716264414,0.4636614620685577,8.249820709228516,38,0.6627561472573763,0.522071897983551,6,0.0007862188472581,2.295446078562496e-15,1.99978768825531,11.76555061340332,1.408568263053894,0.5278667211532593,1.7719844579696655,0.3589800000190735,-5.312502876140399,76.90222629735628,1.1419486883879057e-10,500,42,14,2.805758988772351,0.5054193476448661,1.6766380531231726,12,0.8687358093492916,5.732165720406223,5.7814360938004326,1.0,3.328301374727782,55648349805.16771,0.0003446354188595,0.4656714200973511,8.41969108581543,38,0.6637308007219935,0.5196274518966675,6,0.0008130142401559,2.1569037476193264e-15,2.0309505462646484,11.726688385009766,1.4024540185928345,0.5317807197570801,1.7772257328033447,0.3596429824829101,-5.440417212546573,78.46985383406269,5.964820304349416e-11
PolyX_PolyA_15,PolyX,A,15,PolyX,500,45,15,5.540715030695677,0.2144941068991201,2.2660969328114144,17,0.7778001850419974,5.180535944540981,3.205566319885695,1.0,1.6227049226868333,56133803151.2755,0.0001195434716502,0.209110215306282,8.249814987182617,35,1.0882409977317875,0.6383886933326721,6,0.0019853398827531,5.913296174649665e-14,2.429094791412353,16.38251304626465,2.2744956016540527,0.4249423444271087,1.0302631855010986,0.1808341592550277,-0.4381302098314727,31.79163063964343,2.259275521860108e-15,500,45,15,5.648554092650099,0.1962844617628087,2.2708002619480885,17,0.7831495799078271,5.185895014598307,3.2827589553503147,1.0,1.5234530724370852,56147689252.59254,0.0001411533711276,0.2072517573833465,8.367136001586914,35,1.094206221151423,0.6438684463500977,6,0.002041100220628,6.707093146053817e-14,2.457090377807617,16.554834365844727,2.277334213256836,0.4296548068523407,1.0338128805160522,0.1838740408420562,-0.4903934845701716,31.668820004310376,1.3490222588842333e-15
